"timestamp","cpu_percent","physical_ram_used_percent","physical_ram_used_mb"
"2026-08-18T01:10:26.7141985+07:00","43.23","82.37","20060"
"2026-08-18T01:10:27.7153736+07:00","29.9","82.43","20075"
"2026-08-18T01:10:28.7294552+07:00","25.53","82.38","20064"
"2026-08-18T01:10:29.7445004+07:00","29.83","82.43","20076"
"2026-08-18T01:10:30.7449926+07:00","26.34","82.64","20126"
"2026-08-18T01:10:31.7455136+07:00","25.04","82.55","20105"
"2026-08-18T01:10:32.7562658+07:00","21.55","82.67","20135"
"2026-08-18T01:10:33.7684018+07:00","31.05","82.19","20018"
"2026-08-18T01:10:34.7718618+07:00","29.93","82.14","20006"
"2026-08-18T01:10:35.7740170+07:00","29.19","82.29","20042"
"2026-08-18T01:10:36.7751969+07:00","22.49","82.3","20044"
"2026-08-18T01:10:37.7893060+07:00","34.13","82.46","20083"
"2026-08-18T01:10:38.7931903+07:00","38.52","82.49","20090"
"2026-08-18T01:10:39.8049086+07:00","25.74","82.59","20115"
"2026-08-18T01:10:40.8072357+07:00","25.95","82.68","20136"
"2026-08-18T01:10:41.8183824+07:00","37.8","82.84","20176"
"2026-08-18T01:10:42.8201828+07:00","32.15","82.97","20207"
"2026-08-18T01:10:43.8340413+07:00","31.8","83.11","20241"
"2026-08-18T01:10:44.8480827+07:00","45.43","83.23","20271"
"2026-08-18T01:10:45.8634322+07:00","36.65","83.34","20298"
"2026-08-18T01:10:46.8808605+07:00","40.23","83.61","20364"
"2026-08-18T01:10:47.8909233+07:00","63.78","83.84","20420"
"2026-08-18T01:10:48.9041355+07:00","49.88","83.83","20416"
"2026-08-18T01:10:49.9066828+07:00","48.44","84.06","20472"
"2026-08-18T01:10:50.9213058+07:00","45.46","84.36","20545"
"2026-08-18T01:10:51.9216567+07:00","54.96","84.73","20636"
"2026-08-18T01:10:52.9360563+07:00","54.43","85.05","20714"
"2026-08-18T01:10:53.9527983+07:00","63.89","85.19","20749"
"2026-08-18T01:10:54.9655261+07:00","56.93","85.03","20710"
"2026-08-18T01:10:55.9766314+07:00","53.77","84.96","20692"
"2026-08-18T01:10:56.9790280+07:00","52.07","84.94","20687"
"2026-08-18T01:10:57.9913435+07:00","59.61","85.03","20708"
"2026-08-18T01:10:59.0049222+07:00","41.93","85.07","20719"
"2026-08-18T01:11:00.0181173+07:00","65.17","85.07","20719"
"2026-08-18T01:11:01.0193832+07:00","41.61","85.11","20729"
"2026-08-18T01:11:02.0308871+07:00","43.75","84.56","20595"
"2026-08-18T01:11:03.0444982+07:00","55.17","84.53","20587"
"2026-08-18T01:11:04.0561219+07:00","42.98","84.49","20577"
"2026-08-18T01:11:05.0682682+07:00","45.58","83.24","20273"
"2026-08-18T01:11:06.0805863+07:00","48.16","83.15","20251"
"2026-08-18T01:11:07.0939279+07:00","38.84","83.17","20256"
"2026-08-18T01:11:08.1085979+07:00","57.27","83.15","20251"
"2026-08-18T01:11:09.1203148+07:00","41.31","83.23","20270"
"2026-08-18T01:11:10.1341142+07:00","34.37","83.33","20296"
"2026-08-18T01:11:11.1431096+07:00","42.44","83.45","20325"
"2026-08-18T01:11:12.1588545+07:00","47.95","83.4","20313"
"2026-08-18T01:11:13.1700872+07:00","36.78","83.42","20316"
"2026-08-18T01:11:14.1839732+07:00","49.4","83.43","20319"
"2026-08-18T01:11:15.1948695+07:00","38.95","83.45","20324"
"2026-08-18T01:11:16.2088798+07:00","44.91","83.57","20353"
"2026-08-18T01:11:17.2099007+07:00","44.85","83.71","20387"
"2026-08-18T01:11:18.2205877+07:00","48.21","83.68","20381"
"2026-08-18T01:11:19.2239614+07:00","40.69","82.63","20125"
"2026-08-18T01:11:20.2359869+07:00","35.28","82.74","20151"
"2026-08-18T01:11:21.2489710+07:00","47.43","82.76","20156"
"2026-08-18T01:11:22.2610865+07:00","32.72","82.77","20159"
"2026-08-18T01:11:23.2741469+07:00","45.12","82.85","20177"
"2026-08-18T01:11:24.2753729+07:00","48.24","82.83","20173"
"2026-08-18T01:11:25.2905169+07:00","40.87","82.89","20188"
"2026-08-18T01:11:26.2940235+07:00","39.41","82.95","20202"
"2026-08-18T01:11:27.3055602+07:00","43.49","82.96","20205"
"2026-08-18T01:11:28.3160281+07:00","38.66","82.95","20202"
"2026-08-18T01:11:29.3298961+07:00","38.87","83.07","20232"
"2026-08-18T01:11:30.3314687+07:00","40.33","83.05","20226"
"2026-08-18T01:11:31.3463831+07:00","35.6","83.09","20237"
"2026-08-18T01:11:32.3604301+07:00","38.11","83.07","20231"
"2026-08-18T01:11:33.3751258+07:00","41.48","83.11","20242"
"2026-08-18T01:11:34.3862302+07:00","39.47","83.1","20239"
"2026-08-18T01:11:35.3995280+07:00","43.07","83.13","20247"
"2026-08-18T01:11:36.4158153+07:00","36.32","82.57","20110"
"2026-08-18T01:11:37.4270317+07:00","18.75","82.51","20096"
"2026-08-18T01:11:38.4415601+07:00","28.51","82.61","20120"
"2026-08-18T01:11:39.4428851+07:00","31.08","82.41","20071"
"2026-08-18T01:11:40.4492387+07:00","32.98","82.42","20073"
"2026-08-18T01:11:41.4534103+07:00","39.19","81.76","19913"
"2026-08-18T01:11:42.4644184+07:00","43.2","81.85","19935"
"2026-08-18T01:11:43.4771545+07:00","38.54","81.7","19897"
"2026-08-18T01:11:44.4794524+07:00","29.98","81.75","19909"
"2026-08-18T01:11:45.4949274+07:00","36.27","81.72","19904"
"2026-08-18T01:11:46.5049174+07:00","29.09","81.66","19889"
"2026-08-18T01:11:47.5151181+07:00","24.08","81.63","19882"
"2026-08-18T01:11:48.5298796+07:00","39.69","81.52","19854"
"2026-08-18T01:11:49.5406490+07:00","34.43","81.59","19870"
"2026-08-18T01:11:50.5568446+07:00","27.99","81.44","19835"
"2026-08-18T01:11:51.5714657+07:00","34.55","81.47","19842"
"2026-08-18T01:11:52.5739874+07:00","35.71","81.36","19815"
"2026-08-18T01:11:53.5748295+07:00","29.75","81.39","19822"
"2026-08-18T01:11:54.5865404+07:00","18.53","81.28","19796"
"2026-08-18T01:11:55.6002441+07:00","24.6","81.4","19825"
"2026-08-18T01:11:56.6116359+07:00","27.13","81.25","19789"
"2026-08-18T01:11:57.6128730+07:00","17.16","81.19","19773"
"2026-08-18T01:11:58.6243330+07:00","32.29","81.2","19775"
"2026-08-18T01:11:59.6384311+07:00","25.91","81.15","19763"
"2026-08-18T01:12:00.6402084+07:00","35.27","81.16","19766"
"2026-08-18T01:12:01.6532329+07:00","25.96","81.14","19761"
"2026-08-18T01:12:02.6680870+07:00","28.28","81.1","19752"
"2026-08-18T01:12:03.6816413+07:00","27.67","80.98","19723"
"2026-08-18T01:12:04.6966251+07:00","19.82","81.16","19767"
"2026-08-18T01:12:05.7110623+07:00","24.66","81.16","19767"
"2026-08-18T01:12:06.7245501+07:00","21.89","81.06","19741"
"2026-08-18T01:12:07.7394802+07:00","18.02","81.05","19739"
"2026-08-18T01:12:08.7514131+07:00","30.13","81.06","19743"
"2026-08-18T01:12:09.7664430+07:00","19.57","81.1","19751"
"2026-08-18T01:12:10.7811337+07:00","30.83","80.95","19715"
"2026-08-18T01:12:11.7821475+07:00","17.27","80.97","19720"
"2026-08-18T01:12:12.7982717+07:00","23.24","80.95","19716"
"2026-08-18T01:12:13.8042858+07:00","28.55","81.01","19730"
"2026-08-18T01:12:14.8073484+07:00","22.11","81.01","19730"
"2026-08-18T01:12:15.8206754+07:00","22.9","81.04","19738"
"2026-08-18T01:12:16.8327851+07:00","12","81.06","19741"
"2026-08-18T01:12:17.8452508+07:00","5.6","81.15","19764"
"2026-08-18T01:12:18.8572317+07:00","10.96","81.09","19750"
"2026-08-18T01:12:19.8680614+07:00","14.21","80.89","19700"
"2026-08-18T01:12:20.8816973+07:00","7.9","80.92","19707"
"2026-08-18T01:12:21.8950650+07:00","7.1","80.87","19697"
"2026-08-18T01:12:22.9028711+07:00","9.69","80.74","19665"
"2026-08-18T01:12:23.9161717+07:00","7.35","80.69","19651"
"2026-08-18T01:12:24.9311856+07:00","8.79","80.71","19656"
"2026-08-18T01:12:25.9463208+07:00","8.42","80.62","19635"
"2026-08-18T01:12:26.9611980+07:00","10.58","80.62","19636"
"2026-08-18T01:12:27.9719546+07:00","5.57","80.62","19636"
"2026-08-18T01:12:28.9851121+07:00","7.72","80.66","19645"
"2026-08-18T01:12:29.9961619+07:00","9.46","80.66","19645"
"2026-08-18T01:12:31.0071070+07:00","6.11","80.66","19644"
"2026-08-18T01:12:32.0186355+07:00","7.7","80.69","19651"
"2026-08-18T01:12:33.0299626+07:00","11.16","80.78","19675"
"2026-08-18T01:12:34.0437817+07:00","10.35","80.75","19667"
"2026-08-18T01:12:35.0485163+07:00","8.51","80.73","19662"
"2026-08-18T01:12:36.0602401+07:00","10.17","80.76","19669"
"2026-08-18T01:12:37.0741879+07:00","12.8","80.64","19639"
"2026-08-18T01:12:38.0863949+07:00","7.38","80.69","19651"
"2026-08-18T01:12:39.0996543+07:00","9.02","80.69","19651"
"2026-08-18T01:12:40.1019043+07:00","11.27","80.69","19651"
"2026-08-18T01:12:41.1101680+07:00","8.31","80.66","19644"
"2026-08-18T01:12:42.1212861+07:00","16.42","80.69","19652"
"2026-08-18T01:12:43.1312979+07:00","6.92","80.69","19651"
"2026-08-18T01:12:44.1444354+07:00","6.18","80.71","19657"
"2026-08-18T01:12:45.1553023+07:00","10.61","80.66","19645"
"2026-08-18T01:12:46.1656779+07:00","8.37","80.72","19660"
"2026-08-18T01:12:47.1740922+07:00","14.91","80.66","19644"
"2026-08-18T01:12:48.1872269+07:00","19.8","80.69","19653"
"2026-08-18T01:12:49.1958448+07:00","18.28","80.66","19644"
"2026-08-18T01:12:50.1990566+07:00","14.99","80.69","19653"
"2026-08-18T01:12:51.2112588+07:00","16.38","80.67","19648"
"2026-08-18T01:12:52.2128217+07:00","9.26","80.64","19639"
"2026-08-18T01:12:53.2239512+07:00","15.14","80.67","19647"
"2026-08-18T01:12:54.2370657+07:00","8.75","80.67","19646"
"2026-08-18T01:12:55.2498165+07:00","9.62","80.69","19651"
"2026-08-18T01:12:56.2630525+07:00","20.84","79.96","19473"
"2026-08-18T01:12:57.2630530+07:00","13.93","79.89","19458"
"2026-08-18T01:12:58.2764857+07:00","9.29","79.89","19457"
"2026-08-18T01:12:59.2913249+07:00","13.01","79.95","19472"
"2026-08-18T01:13:00.3060219+07:00","9.53","79.9","19460"
"2026-08-18T01:13:01.3066870+07:00","9.7","79.9","19460"
"2026-08-18T01:13:02.3158989+07:00","9.43","79.93","19466"
"2026-08-18T01:13:03.3305782+07:00","9.15","79.95","19471"
"2026-08-18T01:13:04.3319261+07:00","9.76","79.25","19302"
"2026-08-18T01:13:05.3446140+07:00","5.62","79.26","19304"
"2026-08-18T01:13:06.3584534+07:00","13.95","79.23","19297"
"2026-08-18T01:13:07.3612694+07:00","10.15","79.22","19295"
"2026-08-18T01:13:08.3750023+07:00","5.59","79.26","19304"
"2026-08-18T01:13:09.3861420+07:00","10.76","79.24","19299"
"2026-08-18T01:13:10.3944387+07:00","8.18","79.24","19298"
"2026-08-18T01:13:11.4028643+07:00","8.84","79.29","19310"
"2026-08-18T01:13:12.4171080+07:00","7.18","79.35","19326"
"2026-08-18T01:13:13.4299994+07:00","6.03","79.34","19323"
"2026-08-18T01:13:14.4385106+07:00","11.69","79.3","19313"
"2026-08-18T01:13:15.4521058+07:00","13.93","79.32","19318"
"2026-08-18T01:13:16.4530801+07:00","9.07","79.3","19313"
"2026-08-18T01:13:17.4660091+07:00","12.46","79.32","19318"
"2026-08-18T01:13:18.4813432+07:00","9.46","79.28","19309"
"2026-08-18T01:13:19.4920942+07:00","7.25","79.31","19316"
"2026-08-18T01:13:20.5069989+07:00","8.14","79.3","19313"
"2026-08-18T01:13:21.5179834+07:00","7.01","79.31","19315"
"2026-08-18T01:13:22.5291096+07:00","12.56","79.31","19316"
"2026-08-18T01:13:23.5306167+07:00","19.91","79.29","19310"
"2026-08-18T01:13:24.5412282+07:00","8.52","79.28","19308"
"2026-08-18T01:13:25.5528550+07:00","8.36","79.33","19321"
"2026-08-18T01:13:26.5628566+07:00","7.44","79.26","19304"
"2026-08-18T01:13:27.5750807+07:00","8.15","79.27","19305"
"2026-08-18T01:13:28.5892063+07:00","7.17","79.27","19307"
"2026-08-18T01:13:29.5983300+07:00","5.81","79.28","19308"
"2026-08-18T01:13:30.5987239+07:00","7.46","79.33","19320"
"2026-08-18T01:13:31.6083455+07:00","8.56","79.32","19318"
"2026-08-18T01:13:32.6194197+07:00","13.46","79.29","19310"
"2026-08-18T01:13:33.6271475+07:00","5.29","79.29","19311"
"2026-08-18T01:13:34.6378814+07:00","7.37","79.26","19304"
"2026-08-18T01:13:35.6514760+07:00","11.1","79.27","19306"
"2026-08-18T01:13:36.6631625+07:00","7.46","79.27","19306"
"2026-08-18T01:13:37.6731566+07:00","8.34","79.29","19312"
"2026-08-18T01:13:38.6853400+07:00","21.91","79.29","19312"
"2026-08-18T01:13:39.6959463+07:00","6.33","79.31","19315"
"2026-08-18T01:13:40.7008953+07:00","12.15","79.37","19330"
"2026-08-18T01:13:41.7077312+07:00","7.15","79.33","19321"
"2026-08-18T01:13:42.7192288+07:00","9.38","79.31","19317"
"2026-08-18T01:13:43.7350914+07:00","9.38","79.26","19303"
"2026-08-18T01:13:44.7482528+07:00","15.69","79.25","19302"
"2026-08-18T01:13:45.7610307+07:00","10.65","79.28","19309"
"2026-08-18T01:13:46.7713167+07:00","6.3","79.28","19309"
"2026-08-18T01:13:47.7715177+07:00","7.96","79.31","19317"
"2026-08-18T01:13:48.7816280+07:00","5.13","79.31","19317"
"2026-08-18T01:13:49.7929005+07:00","19.66","79.32","19319"
"2026-08-18T01:13:50.8065130+07:00","5.84","79.29","19312"
"2026-08-18T01:13:51.8184435+07:00","8.26","79.34","19323"
"2026-08-18T01:13:52.8312832+07:00","10.4","79.31","19315"
"2026-08-18T01:13:53.8441601+07:00","10.4","79.34","19323"
"2026-08-18T01:13:54.8452855+07:00","15.85","79.27","19307"
"2026-08-18T01:13:55.8579436+07:00","14.88","79.23","19296"
"2026-08-18T01:13:56.8730803+07:00","12.14","79.24","19300"
"2026-08-18T01:13:57.8757230+07:00","15.85","79.24","19299"
"2026-08-18T01:13:58.8895811+07:00","24.74","79.24","19300"
"2026-08-18T01:13:59.9031938+07:00","17.66","79.26","19304"
"2026-08-18T01:14:00.9171682+07:00","14.48","79.29","19312"
"2026-08-18T01:14:01.9307758+07:00","57.26","79.5","19362"
"2026-08-18T01:14:02.9454780+07:00","60.18","79.54","19372"
"2026-08-18T01:14:03.9775322+07:00","45.42","79.76","19426"
"2026-08-18T01:14:04.9886128+07:00","61.46","76.24","18567"
"2026-08-18T01:14:05.9896047+07:00","30.28","75.94","18496"
"2026-08-18T01:14:07.0004389+07:00","11.25","76","18510"
"2026-08-18T01:14:08.0151290+07:00","11.2","75.89","18482"
"2026-08-18T01:14:09.0302355+07:00","39.33","76.43","18615"
"2026-08-18T01:14:10.0313909+07:00","32.89","76.59","18653"
"2026-08-18T01:14:11.0429005+07:00","12.34","76.54","18642"
"2026-08-18T01:14:12.0490719+07:00","4.88","76.54","18641"
"2026-08-18T01:14:13.0635332+07:00","11.18","76.52","18637"
"2026-08-18T01:14:14.0731499+07:00","8.3","76.53","18640"
"2026-08-18T01:14:15.0829325+07:00","4.71","76.53","18639"
"2026-08-18T01:14:16.0962100+07:00","6.19","76.51","18635"
"2026-08-18T01:14:17.1093875+07:00","4.9","76.51","18634"
"2026-08-18T01:14:18.1154594+07:00","9.15","76.51","18634"
"2026-08-18T01:14:19.1274329+07:00","5.04","76.35","18594"
"2026-08-18T01:14:20.1395939+07:00","9.31","76.35","18595"
"2026-08-18T01:14:21.1514524+07:00","6.19","76.28","18579"
"2026-08-18T01:14:22.1654825+07:00","7.68","76.28","18577"
"2026-08-18T01:14:23.1793821+07:00","4.84","76.26","18574"
"2026-08-18T01:14:24.1892264+07:00","4.97","76.21","18561"
"2026-08-18T01:14:25.1993586+07:00","8.48","76.22","18563"
"2026-08-18T01:14:26.2112455+07:00","4.78","76.2","18558"
"2026-08-18T01:14:27.2220243+07:00","4.16","76.2","18559"
"2026-08-18T01:14:28.2360801+07:00","5.5","76.2","18558"
"2026-08-18T01:14:29.2451486+07:00","8.25","76.17","18552"
"2026-08-18T01:14:30.2600629+07:00","5.19","76.2","18559"
"2026-08-18T01:14:31.2691883+07:00","5.68","76.19","18555"
"2026-08-18T01:14:32.2822701+07:00","12.6","76.28","18578"
"2026-08-18T01:14:33.2829390+07:00","13.73","76.28","18577"
"2026-08-18T01:14:34.2852299+07:00","14.13","76.3","18583"
